ID,nextID,uiSort,content_cn,content_en,isRoleSay,needchangeBg,isSave,isKeySave
27,28,0,傅瑜就不一样了，她就是一个家道中落的普通秀女，父亲从前是朝中大臣，但因犯了错被撤了职，家中亲眷还被牵连住进打牢。原本一家都寄托于她能得到皇帝的宠幸，挽救全家，可惜一进宫就被丽妃抢了风头。两人这些年一直在后宫明争暗斗，如今丽妃诞下了皇子，地位瞬间高了她不少，等再过段时间，哪怕是要了傅瑜的小命皇帝怕是也不会责怪她什么。如此看来，傅瑜也势必是很想除掉这个威胁的，哪怕是在宫中备受冷落，但也锦衣玉食的被伺候着，总比被讨厌的人强压一头丢了小命强。,Englishcontent1,0,0,0,0
28,29,0,你同这两人都吹了耳边风，剩下的，就看她们自己开不开窍了。,Englishcontent1,0,0,0,0
29,30,0, 到了太后寿宴这天，规模比往年都要盛大，各路皇亲国戚朝中大臣都前来拜贺。你知道，这有一半都是冲着小皇子来的。,Englishcontent1,0,0,0,0
30,31,0,你今日心情可谓是降到冰点，那丽妃仅仅还只是诞下了一个皇子，就已经跟你平起平坐一排席位。皇帝这安排，可不明白着告诉大家下一任皇后就是丽妃了么？！,Englishcontent1,0,0,0,0
31,32,0,非但如此，皇帝竟还说：“今日，趁着众人都在，朕也想顺便解决一下这多年的疑惑，朕多次让太医诊治，身子并无问题，没有生不出儿子的道理。但这么多年，后宫的嫔妃要么是怀不上儿子，要么流产，要么生下皇子便夭折，实在是蹊跷。朕一直相信是有人在搞鬼，但一直没抓到那人。今日众人就帮朕分析分析，究竟是谁在捣鬼！”,Englishcontent1,0,0,0,0
32,-1,0,众人顿时一阵唏嘘，谁也不敢贸然开口。你震惊地看向皇上，这莫不是疯了，好好的一场寿宴，被他当成了衙门不成？！,Englishcontent1,0,0,0,0
33,34,0,秋风萧瑟，月上梧桐。,Englishcontent1,0,0,0,0
34,35,0,万家灯火沉寂，冗长的街道里只有一处华丽的府邸中光影闪烁。,Englishcontent1,0,0,0,0
35,36,0,你叫苏衍，是大离国唯一的皇室亲王，当今皇上苏勉的弟弟。此时你正坐在书房，缓慢地翻看一本典籍。随着一盏香燃到尽头，窗外也传来些许动静。你放下书，走到窗前抓住白鸽拿下纸条。,Englishcontent1,0,0,0,0
36,37,0,“丽妃生了，是个儿子。”,Englishcontent1,0,0,0,0
37,38,0,你看完这句话，缓缓蹙起眉心，随手将纸条扔到烛火中任它烧成灰烬。这皇上的后宫中已经许久没人有孕了，这么多年过去，皇上的膝下一个皇子都没有，只有十个公主。这确实是你乐于见到的，你也早安插了人在后宫中，做好了绝不允许有皇子存在的准备。不过每每都没等你的人动手，那些刚出生的皇子都莫名夭折，一些有孕的嫔妃也莫名流产。你只当成是后宫中那些女人的勾心斗角，比如皇后，她这么多年都没生下个一子半女，家里的权势也远不如从前，若是被其他后妃先生了儿子，她的地位定是难保。你对这些后宫女人的争斗没什么兴趣，但有人能替你铲除麻烦，也不失为一件好事。,Englishcontent1,0,0,0,0
38,39,0,近来皇上身体明显不如从前，传出有孕的妃子越来越少，你也渐渐不关注这一块，准备新的计划。没成想这丽妃倒是个好运的，竟然在这个时候生下了个儿子。你的心情只沉郁了片刻，毕竟这个孩子想来也是活不了几日的。,Englishcontent1,0,0,0,0
39,40,0,看了一眼那烧成灰烬的纸条，你的思绪一转，想到给你传信的人，幽幽轻叹一声。此人是董相之女董菀歌，也是宫中的菀嫔。她虽是你的眼线，却原也不是你想安插她进宫的。,Englishcontent1,0,0,0,0
40,41,0,跟她的相遇是一场意外，先前的一次中元节，你假意出门闲逛，实则是为了跟江湖中一大武林门派接收情报。打发时间之时你在一个小贩的摊上猜完了他的灯谜，之后发现一个陌生女子暗中跟了你一路。你心生警惕，回头同那女子打了照面，原本以为对方不是善茬，都已动了杀心。熟料那女子羞红着脸对着你支支吾吾，眼里分明是爱慕的情愫，你便了然，只是一个倾慕你的陌生女子罢了。,Englishcontent1,0,0,0,0
41,42,0,也不知为何，瞧着她那张羞涩的俏脸，你起了逗弄之心。拿走了她的绣帕，还告诉了她自己的府邸。,Englishcontent1,0,0,0,0
42,43,0,这事儿很快被你抛掷脑后，没想到过了几日，那女子竟然真的来府邸找上了你。你也知道她并不是什么普通女子，而是当今丞相的女儿董菀歌。也说不清是因为她的身份还是因为她的容颜，亦或是因为她爽朗炙热的性格，你跟她一来一往纠缠越来越深。,Englishcontent1,0,0,0,0
43,44,0,你想你是真的有几分喜欢这个女子，也乐于跟她来一场风花雪月。她的出现，也给身处权谋中的你带来一丝纯粹的愉悦。熟料一段时日后，她竟与你说想同你成婚，这让你的理智尽数回归。,Englishcontent1,0,0,0,0
44,45,0,你的府中一个妻妾都没有，只有一些为了掩人耳目安置的美人。在外人眼里，你就是一个好色的浪荡子，不愿被家室束缚。但只有你知道，你走的是怎样一条艰险之路，你能活到哪一日都不确定，又何谈娶妻生子牵连人家？深思熟虑下，你将你的秘密告诉了董菀歌。,Englishcontent1,0,0,0,0
45,46,0,你的目标是除掉苏勉登上皇位，那原本就是属于你的位置。你本是对皇位没有那么在乎，谁让这苏勉要为了这个位置加害你和你的母妃？宫里一个有三个皇子，你是最小的那一个。彼时你还年幼，某日，二皇子和他的母妃突发意外身亡，具体是什么意外也没有确切说法，皇上也没有大肆调查，处理完后事这件事很快就被人遗忘。也就从那之后，你的母妃变得格外谨慎，尤其紧张你的安危。,Englishcontent1,0,0,0,0
46,47,0,等你稍大一些后，母妃才跟你提起那二皇子的死并不简单，定是被人陷害。如今宫中只有你和苏勉两个皇子，太子之位虽然暂定了苏勉，但未来皇位到底给谁也没个定数，你难免会被苏勉当成眼中钉。你的母妃并无什么雄厚的背景，根本无法与皇后抗衡，只能小心自保。,Englishcontent1,0,0,0,0
47,48,0,你听得懵懂，没有太放在心上。直到有一日，因你顽皮被夫子留下罚抄书，抄着抄着你就在学堂睡着了。等你醒来已是深夜，想着母妃定然十分担心，匆匆回去却只看见漫天的大火。,Englishcontent1,0,0,0,0
48,49,0,你永远记得那一幕，火焰晃花了你的眼，你哭喊着叫着母妃，宫人们一盆一盆的泼水救火。你祈祷母妃也如你这般回来晚了，没有被大火波及。可惜，火势扑灭后，你只找到了她被烧焦的尸体。,Englishcontent1,0,0,0,0
49,50,0,你想起母妃的话，坚信这件事是苏勉和皇后所谓，可父皇并不打算追究，只说是意外走水。皇后他们定然是想将你和母妃一起除掉，没料到你正好不在。不过你母妃都死了，你也早晚会出事。你的舅舅得知此事，进宫向父皇请求将你带出宫去少林修行，父皇念及你母妃去世你的情绪大受打击，便同意了。,Englishcontent1,0,0,0,0
50,51,0,彼时你还不愿离开，你想给母妃报仇。舅舅点醒了你，你已然无依无靠，皇后想弄死你就像捏死一只蚂蚁，当务之急是要活下去，报仇之事需得慢慢来，让你等待时机。这一等，也就等了快二十年了。,Englishcontent1,0,0,0,0
51,52,0,同董菀歌说了你的秘密，你也不害怕她能做出什么害你的事，只是希望她不要再执着于嫁给你。她如你所料很是吃惊，之后便消失了好几天。就在你以为她想明白了的时候，她竟然又来了，且还主动要将身子给你。不仅如此，她还说要帮你，愿意进宫接近苏勉，跟你里应外合。,Englishcontent1,0,0,0,0
52,53,0,你很震惊，没想到她消失这么多天竟是做了这样的决定。你起初是拒绝的，但她很坚定，“阿衍，除了你，我此生也没法爱上别人了。你想要做的就是我想要做的，我想帮你。你只要答应我，等你心愿达成后，娶我好不好？”,Englishcontent1,0,0,0,0
53,54,0,你心尖儿颤抖，除了母妃，你从未被人如此炽热坚定地爱过。你知道董菀歌性子执拗，即便你不同意，她也会想别的法子达到目的。你到底还是答应了，只是到如今你都还未想明白，自己究竟为何做下这个决定。若你爱她，又怎会把她推向别的男人身边，若你不爱……你抚上自己胸口，这里也确确实实是为她动了心的。,Englishcontent1,0,0,0,0
54,55,0,不得不说，董菀歌的身份确实十分容易接近苏勉。她贵为丞相之女，董相又一直受到苏勉青睐，加上董菀歌有一副好皮囊，获得恩宠不是难事。你无法想象她是怎样忍受在一个不爱之人身下承欢，但她进宫之后，确实给你提供了不少情报。,Englishcontent1,0,0,0,0
55,56,0,罢了，现下想这么多也是无用，你亏欠董菀歌的，也只希望日后能有机会补偿她了。,Englishcontent1,0,0,0,0
56,57,0,等了数日，你并未等到小皇子夭折的消息，就连你安插的人也告诉你皇上这次对小皇子的安危格外看重，派了御前侍卫看护，旁人根本无法近身。不仅如此，皇上还要给小皇子办诞生宴，日子就定在跟太后寿宴的同一天。,Englishcontent1,0,0,0,0
57,58,0, 这自古以来，一个普通嫔妃生的孩子，哪里需要办什么诞生宴。他搞得这么隆重，等于是变相告诉所有人皇位后继有人了。你暗暗冷笑，这皇位怎么可能让他的种坐上去呢？,Englishcontent1,0,0,0,0
58,59,0,太后寿宴这天，规模比往年都要盛大，各路皇亲国戚朝中大臣都前来拜贺，你也不例外。那丽妃今日竟与皇后沈碧平起平坐，看来沈碧这后位是难保了。,Englishcontent1,0,0,0,0
59,60,0,你在前排落座，拿出准备好的贺礼摆在桌上，忽然听皇帝口吻威严地说：“今日，趁着众人都在，朕也想顺便解决一下这多年的疑惑，朕多次让太医诊治，身子并无问题，没有生不出儿子的道理。但这么多年，后宫的嫔妃要么是怀不上儿子，要么流产，要么生下皇子便夭折，实在是蹊跷。朕一直相信是有人在搞鬼，但一直没抓到那人。今日众人就帮朕分析分析，究竟是谁在捣鬼！”,Englishcontent1,0,0,0,0
60,-1,0,众人顿时一阵唏嘘，谁也不敢贸然开口。你眉心一拧，看来今日是少不了一出杀鸡儆猴了啊。,Englishcontent1,0,0,0,0
61,62,0,宫灯华明，兴夜阑珊，今夜这偌大的皇宫中，又是有人彻夜无眠呐，比如你。,Englishcontent1,0,0,0,0
62,63,0,你叫傅瑜，是这后宫三千佳丽中不起眼的其中之一。原本你得不到皇帝的宠爱，在这深宫中锦衣玉食混吃等死过一辈子也算凑合，毕竟除此之外，你也再没更好的归宿。,Englishcontent1,0,0,0,0
63,64,0,父亲如今丢了官职，家中亲眷还有锒铛入狱的，你本就因为庶女的身份在家中不受宠爱，若不是在选秀中得到皇帝一时青睐，你也会被父亲当成礼物去讨好哪个老态龙钟的权臣。可惜在皇宫的安稳日子也并不容易坐稳，你原以为自己攀上了皇帝，日后便能顺风顺水，可惜皇帝只宠幸了你几夜，便被那跟你同期进宫的丽妃用手段给勾了去。之后，你就如同那成百上千被冷落的妃子一样，终日困束在这冰冷的后宫中。,Englishcontent1,0,0,0,0
64,65,0,你也试图斗过，但太累了。当初在家中同几位哥哥姐姐都斗得你心力交瘁，这后宫中这么多女子，未来还会有源源不断的新人进来，你没权没势，如何斗得过来？还不如在你这小小的一方居所中安稳度日。但那个丽妃，却不是个善茬。初时将你当成同期的竞争对手与你针锋相对抢你恩宠也就罢了，你想开了不与她们争宠，她却还是总找你麻烦。这一来二去，你们二人也结下了颇深的梁子。,Englishcontent1,0,0,0,0
65,66,0,不过后宫中也有后宫的规矩，大家明面上也就做些恶心人的小动作，拿对方的宫女太监出出气，作不出什么大的水花。但，现在可不一样了。皇上这么多年膝下无一个皇子，这么多嫔妃也只给他诞下了十个公主，抛开那些怀上了又流产，生下来又夭折的嫔妃不说，好多连怀都怀不上。就连从东宫就跟着皇上的皇后，如今膝下也无一子半女。这丽妃如今也不是皇上最最宠幸之人，却也不知走了什么狗屎运，竟然怀上了！,Englishcontent1,0,0,0,0
66,67,0,这不，今夜就是她的生产之日，皇上都放下公务亲自去她殿前守住，可见多么重视。你们现在二人在后宫的地位还算平起平坐，她若是真的诞下了皇子，说不定连皇后都能给替了去。不过皇后父亲是朝中重臣，应当没那么容易被替代。但再不济，她也定能被册一个皇贵妃，头衔定然在你之上。之后她再同你斗，便如碾碎一只蚂蚁一般容易。,Englishcontent1,0,0,0,0
67,68,0,皇帝在丽妃的殿前等着，你也在自己的寝宫等着。也不知过了多久，你的房门被敲响，被你派去打探情况的杜衡终于回来了。,Englishcontent1,0,0,0,0
68,69,0,一见到他，你立刻起身追问：“怎么样？生了吗？”,Englishcontent1,0,0,0,0
69,70,0,杜衡脸色凝重，“生了，是个小皇子，很健康，陛下很高兴。”,Englishcontent1,0,0,0,0
70,71,0,手中的茶杯“啪嗒”掉落在地，你失神地跌坐在榻上，苦笑喃喃，还真是走了狗屎运啊。,Englishcontent1,0,0,0,0
71,72,0,“娘娘，想要除掉他吗？”你发呆之际，冷不丁听杜衡这样问。,Englishcontent1,0,0,0,0
72,73,0,你大吃一惊，你虽不希望丽妃生下皇子，但也万万没有想去伤害一条无辜小生命的想法。到底是你在这深宫中呆的时间还不够长，心思还不够歹毒吗？,Englishcontent1,0,0,0,0
73,74,0,杜衡似乎看出你所想，轻叹一声道：“娘娘，奴才知道您心地善良，可这宫中就是吃人不眨眼的地儿，您要是对别人心软，日后别人未必会对你心软呀。”,Englishcontent1,0,0,0,0
74,75,0,你心中苦涩，是啊，但，真的有必要去毒害一个刚出生的婴儿吗？你心烦意乱，挥挥手让杜衡退下。,Englishcontent1,0,0,0,0
75,76,0,杜衡没动，小心翼翼地问你：“娘娘，今夜需要奴才服侍吗？”,Englishcontent1,0,0,0,0
76,77,0,你脸上一红，摆手拒绝，等杜衡走后，你才重重吐出一口浊气。,Englishcontent1,0,0,0,0
77,78,0,这宫里，没几个干净的人儿。你虽然自诩不够毒辣，还不忍心去杀人害命，但你也确有见不得人的丑事。你入宫也有好几个年头了，皇帝除了一开始宠幸了你几日，之后便甚少踏入你的寝殿。这宫中也没个交心之人，日子久了，难免抑郁。,Englishcontent1,0,0,0,0
78,79,0,杜衡是后来被安排到你的寝宫中来服侍的，比起别的宫女太监，他对你更为上心，也愿意聆听你说话。久而久之，你将这小太监当成这宫中最为信赖之人。杜衡比你更清楚这深宫中的一切，你被丽妃针对时，也少不了他帮你出谋划策，不仅如此，他也知道你身为女人在这无人问津的宫里有多寂寞，竟用那样的法子来安慰你。可谓是从身到心方方面面都把你照顾得格外细致。,Englishcontent1,0,0,0,0
79,80,0,一开始你还很怕，杜衡说这宫中有的是人做这些事，还有跟侍卫偷情的，不过没被逮住罢了。他说只要不被人发现，就没什么大碍。你被他说服，也逐渐沉沦于他的细腻服侍。,Englishcontent1,0,0,0,0
80,81,0,人啊，在这深宫中生存本就不易，若是再叫人拿捏住了什么把柄，那就更是凶多吉少了。你与其他嫔妃无甚纠葛，也就只有这个丽妃，偏偏她还诞下了皇子，有一句话杜衡说得很对，你对别人手软，别人未必会对你心慈。但，皇帝身边这么多年没有皇子活下来，你猜这宫里早就有人在对皇上的子嗣下手，就你进宫的这些日子，已经听闻好几个妃子的皇子生下来就夭折了。说不定，丽妃的小皇子不需要你动手，也活不了几天。,Englishcontent1,0,0,0,0
81,82,0,一连数日，你都心神不宁烦躁不已，杜衡每日都会给你带来丽妃那边的消息。说皇帝日日都去看望她，给了她许多赏赐。说小皇子被皇帝严严实实地派人保护起来，除了他的母亲和奶娘，别人都近身不得。说丽妃现在差不多已经是整个宫中地位最高的人了，连前段时间备受宠爱的董菀歌如今也都被她抢了风头。说丽妃身子恢复了些许之后抱着小皇子去跟皇后请安，没呆多久就回去了，连皇后也不敢多说她什么……,Englishcontent1,0,0,0,0
82,83,0,这一字字一句句，让你的心脏悬挂在半空，焦灼不已。而就在这时，丽妃还派人来给你送礼了，说是皇帝给了赏了不少好东西，想着都是宫中姊妹，便送些来分享给你。,Englishcontent1,0,0,0,0
83,84,0,你哪里不知道，送礼是假，跟你炫耀，给你下马威才是真。,Englishcontent1,0,0,0,0
84,85,0,你盼着她的儿子突然夭折，但夭折的消息没盼到，得来了皇上要给丽妃的孩子办诞生宴，同太后的寿宴在同一天举行。瞧，这地位上升得多么明显啊！以前她是个什么东西？连给太后送礼都不一定能得到一记正眼的妃子，如今得了孩子，能跟太后的寿宴一起举行！,Englishcontent1,0,0,0,0
85,86,0,你的心情愈发暴躁，莫名发了好多次火，砸了好多东西，杜衡一直都默默地收拾烂摊子，守在你身边安抚你。,Englishcontent1,0,0,0,0
86,87,0,太后寿宴的前一天，皇后沈碧来找了你，她知道你跟丽妃的过节，旁敲侧击暗示丽妃有了儿子，日后的地位会青云直上，你的日子不会好过。可若她没了儿子，那便又和这宫中万千没什么用的嫔妃一样了。,Englishcontent1,0,0,0,0
87,88,0,你有些茫然，皇后为何要跟你说这些？她那语重心长关怀的样子，像是多担心你日后被丽妃欺辱，可你平日于皇后也并无太多来往呀。,Englishcontent1,0,0,0,0
88,89,0,等皇后走后，杜衡才说：“皇后娘娘这是想借您的手除掉小皇子呐。”,Englishcontent1,0,0,0,0
89,90,0,你恍然大悟，又陷入更深的迷茫。那你，到底要不要这样做呢？你看向杜衡，杜衡微笑道：“娘娘想做什么奴才都支持。”,Englishcontent1,0,0,0,0
90,91,0,你并未想好这件事要不要做。,Englishcontent1,0,0,0,0
91,92,0,太后寿宴这天，规模比往年都要盛大，各路皇亲国戚朝中大臣都前来拜贺。那丽妃从前是跟你坐一排的位置，今日竟然跟皇后平起平坐了。皇后的脸色不太好看，你想她也是感受到了威胁吧。,Englishcontent1,0,0,0,0
92,93,0,你将自己准备的贺礼放在桌上，忽然听皇帝口吻威严地说：“今日，趁着众人都在，朕也想顺便解决一下这多年的疑惑，朕多次让太医诊治，身子并无问题，没有生不出儿子的道理。但这么多年，后宫的嫔妃要么是怀不上儿子，要么流产，要么生下皇子便夭折，实在是蹊跷。朕一直相信是有人在搞鬼，但一直没抓到那人。今日众人就帮朕分析分析，究竟是谁在捣鬼！”,Englishcontent1,0,0,0,0
93,-1,0,众人顿时一阵唏嘘，谁也不敢贸然开口。你也很是震惊，这宫中多年的秘事，皇上今日居然要在这样的大庭广众之下公然审理吗？,Englishcontent1,0,0,0,0
94,95,0,秋风萧瑟，月上梧桐。,Englishcontent1,0,0,0,0
95,96,,万家灯火沉寂，唯有皇宫宫灯华明，兴夜阑珊。往常的这个时候，你应当已经安睡，但今夜，心儿却随着隔壁宫殿传来撕心裂肺的哭叫声不上不下，煎熬极了。,Englishcontent1,0,0,0,0
96,97,,终于，伴随着一声嘹亮的婴儿啼哭，你的心也沉入谷底。,Englishcontent1,0,0,0,0
97,98,,竟是个男婴！,Englishcontent1,0,0,0,0
98,99,0,你面色凝重，匆匆写下一张纸条绑在信鸽上，站在窗前看着它飞远。,Englishcontent1,0,0,0,0
99,100,0,你叫董菀歌，是这后宫万千嫔妃中的一员。入宫时日不算长，但备受皇帝宠爱。今夜，皇帝本该是来到你的寝宫，但隔壁的丽妃今夜产子，皇帝紧张万分，早早就放下公务前去守候，可见他多么重视。,Englishcontent1,0,0,0,0
100,101,0,是啊，年近四十，膝下却无一个皇子，怎么不重视呢？说来蹊跷，这皇上身体生龙活虎，夜夜不歇，后宫佳丽每月上新，这么多年，竟一个儿子都没生下。若说是没有人搞鬼，你是万万不信的。,Englishcontent1,0,0,0,0
101,102,0,一开始，你怀疑这人是皇后，但皇后这么多年也没为皇帝生下个一子半女，导致这皇后的位置也坐得岌岌可危。你便派出了她的嫌疑，但后来，你听小道消息说皇后身患不育症，又想着她若是知道自己无法生育，定然也会害怕其他嫔妃生出来儿子威胁她的地位，所以那些总是莫名流掉的夭折的孩子说不定都是她干的。,Englishcontent1,0,0,0,0
102,103,0,再说说你，虽然常常被皇上宠幸，但你事后都会服用避子汤，所以定然是无法怀孕的。想到这里，你不禁抚上自己的小腹，都说避子汤服用多了将来便难再有生育，想必你此生也难以再有孩子了吧。虽然可惜，但若不是那人的孩子，不要也罢。,Englishcontent1,0,0,0,0
103,104,0,你本是不用进宫的，你的父亲是大离国的丞相，你身为家中最小的嫡女，十分受宠。父母都对你没有过高的期望，只愿你能平安喜乐，找个待你好的如意郎君。当初你执意要进宫时，父亲气得罚你跪了三夜祠堂，母亲哭得上气不接下气，但你依旧心意坚决。,Englishcontent1,0,0,0,0
104,105,0,他们不知道，你本就是为了你的如意郎君进这深宫之中。,Englishcontent1,0,0,0,0
105,106,0,想起那人，你的眉眼温和下来，嘴角不自觉染上笑意。你的心上人啊，是皇上的亲弟弟，苏衍。你们相识于在一场灯会上，那人身穿普通青衫，手执一把白玉折扇，器宇轩昂，风流倜傥，站在熙熙攘攘的人群中一下就攥住了你的双眼。,Englishcontent1,0,0,0,0
106,107,0,彼时他在猜灯谜，那足足三排的灯谜都被他用闲散自若的语气流畅猜完，小贩定是没有料到会遇见如此厉害之人，频频冒冷汗。等他猜完，哭丧着脸给他算奖励，熟料那人大气一挥手，什么也没要，还让小厮付了猜灯谜的钱。,Englishcontent1,0,0,0,0
107,108,0, 看着他离去的背影，你也不知怎的，指使丫鬟去给你买糖葫芦，自己鬼使神差地跟了上去。走过了一条街，他突然停下步子，你以为是什么小贩吸引了他的注意，却不料他蓦的转身，直直朝你走来。,Englishcontent1,0,0,0,0
108,109,0,你呆呆地仰头看着他笑着问你：“这位姑娘跟了我一路，可有何事？”,Englishcontent1,0,0,0,0
109,110,0,你羞得满脸通红，完全没了平日张扬娇惯的大小姐模样，磕磕绊绊说不出一句完整的话。他见你这样，竟笑得更愉悦了，似是看穿了你的心思，轻声在你耳边说了他府邸的位置，还拿走了你的绣帕。,Englishcontent1,0,0,0,0
110,111,0,丫鬟着急忙慌找来，就看见你对着熙熙攘攘红着脸发呆的模样，还以为你是被人欺负了。此后，那人的脸就一直在你脑中盘旋不去，你终究是放下了女儿家的心思主动去了他府邸找人。也一夕之间明白了何为“情不知所起，一往而深”。,Englishcontent1,0,0,0,0
